item_id,review_version,review_stratum,ticker,pdf_file,pdf_stem,page,source_pdf,source_sha256,image_path,image_sha256,parsed_text_file,page_map_file,current_text_sha256,expected_verdict,issue_codes,reviewer_confidence,evidence
recovery_review_011_JWN_p31,esg_recovery_terra_review_v1,random_control,JWN,JWN-NORSTROM-2023.pdf,JWN-NORSTROM-2023,31,data/01_raw/sustainability/JWN/JWN-NORSTROM-2023.pdf,7f7401cba5a8294d608996f925253b950603b3405f27ebaa96f3ceacc9dca502,reports/esg_recovery_candidate/terra_review_v1/images/recovery_review_011_JWN_p31.png,4d1ee3ee43005e866bd0cde5430890ef7a46b548d5616bea11fee12f893a7c0f,data/02_interim/esg_text/JWN/JWN-NORSTROM-2023.txt,data/02_interim/esg_text/JWN/JWN-NORSTROM-2023.pages.csv,c1316be72e73019cd44a8e2e8f7559693d40bb9d6c585ba8ccd23c42e5319530,unsafe,interleaved_regions;detached_heading,high,"The visible page has the left-side heading 'Planet' separate from the paragraph, but the extracted text inserts 'Planet' between 'Our' and 'work,' breaking the sentence and attaching the heading to the body."
recovery_review_012_EYE_p59,esg_recovery_terra_review_v1,random_control,EYE,EYE-NATIONAL VISION HOLDINGS INC-2024.pdf,EYE-NATIONAL VISION HOLDINGS INC-2024,59,data/01_raw/sustainability/EYE/EYE-NATIONAL VISION HOLDINGS INC-2024.pdf,9b3dd1980a3ea9515026f865435b84684c23beb26ce1a46e846a6323f6a60d20,reports/esg_recovery_candidate/terra_review_v1/images/recovery_review_012_EYE_p59.png,96ab2430aa67ad9cafc481b2fdb2914c2a0aa88657e42d378bf102fb7d91a0a4,data/02_interim/esg_text/EYE/EYE-NATIONAL VISION HOLDINGS INC-2024.txt,data/02_interim/esg_text/EYE/EYE-NATIONAL VISION HOLDINGS INC-2024.pages.csv,bf6e17f1a69bc5cc249ba44a9a046ca891aba1656c32b239bc6f3dd1c23b7d16,safe,,high,"The reconciliation heading, two fiscal-year columns, all row labels and values, and notes (a) through (i) appear complete and in their visible reading order."
recovery_review_v2_001_VSXY_p5,esg_recovery_terra_review_v2,boundary_risk,VSXY,VSXY-Victorias Secret-2023.pdf,VSXY-Victorias Secret-2023,5,data/01_raw/sustainability/VSXY/VSXY-Victorias Secret-2023.pdf,b7bf152307626af3ad58a61e651c4f2185dbfbbc4dcce6d10ed8ac116c44b531,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_001_VSXY_p5.png,f57babe10c584d81d1de2c3542d5694121dd529e065f49b9cd2d227309fdefca,data/02_interim/esg_text/VSXY/VSXY-Victorias Secret-2023.txt,data/02_interim/esg_text/VSXY/VSXY-Victorias Secret-2023.pages.csv,8a885526f6aadfe5563ccfc71de78fd029e8ce0580e11ffc94cc156c79b64219,unsafe,navigation_noise,high,"The visible page is a section-navigation divider. Current text includes the full running navigation and bare page number, so it is not safe retrieval content."
recovery_review_v2_002_WOOF_p38,esg_recovery_terra_review_v2,boundary_risk,WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2024.pdf,WOOF-PETCO HEALTH AND WELLNESS CO-2024,38,data/01_raw/sustainability/WOOF/WOOF-PETCO HEALTH AND WELLNESS CO-2024.pdf,5ccd40f127cfbccb4cf50d8cc46659d63428434ff6491ca5f104f3485a2330d8,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_002_WOOF_p38.png,d5a30a6ebe6ed5427f03ea4e9ecd410e44f72e1dfe0579062a6b674530db7987,data/02_interim/esg_text/WOOF/WOOF-PETCO HEALTH AND WELLNESS CO-2024.txt,data/02_interim/esg_text/WOOF/WOOF-PETCO HEALTH AND WELLNESS CO-2024.pages.csv,7137f6d1afb2dee1a8f9f56aff4b75ba6007d3b3c8bf91eb2f9913cd287c7f55,unsafe,missing_text;invented_text;broken_table_links;wrong_number_link;navigation_noise;other_noise,high,"The image contains several energy, waste, and water tables with many values, but current text omits them. It also repeats a note, has mojibake, and includes running navigation."
recovery_review_v2_003_BBWI_p40,esg_recovery_terra_review_v2,boundary_risk,BBWI,BBWI-BATH & BODY WORKS INC-2023.pdf,BBWI-BATH & BODY WORKS INC-2023,40,data/01_raw/sustainability/BBWI/BBWI-BATH & BODY WORKS INC-2023.pdf,3d5869a2b79261ec76f9f878fb64bce89a1f9a054a5068276dd57478c911af2a,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_003_BBWI_p40.png,95a11789a8e44ea7e8a4bfa461a060d8dc9f01627733cf44deef42fa77cd4e46,data/02_interim/esg_text/BBWI/BBWI-BATH & BODY WORKS INC-2023.txt,data/02_interim/esg_text/BBWI/BBWI-BATH & BODY WORKS INC-2023.pages.csv,efcbc39395add24e76c616dae0f06593153964fb9fda5ce9904a3fe7f6515f7f,safe,,high,"The title, body paragraph, and strategic focus labels are complete and remain in their visible reading order. The remaining running navigation and footer do not break the page meaning."
recovery_review_v2_004_FOSL_p24,esg_recovery_terra_review_v2,boundary_risk,FOSL,FOSL-FOSSIL GROUP INC-2024.pdf,FOSL-FOSSIL GROUP INC-2024,24,data/01_raw/sustainability/FOSL/FOSL-FOSSIL GROUP INC-2024.pdf,6c65a43826262c4706f085ede2d38963df4ee7f5782e23d84bf03045907a4c68,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_004_FOSL_p24.png,9160aa14d61bcf47345995e0e25f0fef4201d66886f690a46c12f69e767ee77c,data/02_interim/esg_text/FOSL/FOSL-FOSSIL GROUP INC-2024.txt,data/02_interim/esg_text/FOSL/FOSL-FOSSIL GROUP INC-2024.pages.csv,96f1a542206260e2e6eccf6303271c31d81a6b1bae5c1dcc2cd836a2be90c965,safe,,high,The main heading and its two-line body are complete and in the visible reading order. The navigation line and page footer are minor repeated furniture and do not break the page meaning.
recovery_review_v2_005_SFM_p7,esg_recovery_terra_review_v2,layout_complex,SFM,SFM-SPROUTS FARMERS MARKET-2023.pdf,SFM-SPROUTS FARMERS MARKET-2023,7,data/01_raw/sustainability/SFM/SFM-SPROUTS FARMERS MARKET-2023.pdf,bb4159ede83dd330edf88afb5117522cd1c120786cc033c934fa7f408d26c000,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_005_SFM_p7.png,6b0fdfd6eaa2841bd8151320255f2b38c30aa8e4760bd183a823d38b5674df6a,data/02_interim/esg_text/SFM/SFM-SPROUTS FARMERS MARKET-2023.txt,data/02_interim/esg_text/SFM/SFM-SPROUTS FARMERS MARKET-2023.pages.csv,91bcd45f4c8cab46e3fb8b1a41c3f4a0b8c1a3203ecc5305bc01fdf77b6b23b6,unsafe,interleaved_regions;detached_heading,high,"The page has five vertical strategy panels, each with its own heading and supporting text. Current text lists all headings first, then mixes the supporting text from different panels, so headings are detached from their visible bodies. The metric number-to-description pairs remain intact."
recovery_review_v2_006_ULTA_p43,esg_recovery_terra_review_v2,layout_complex,ULTA,ULTA-ULTA BEAUTY INC-2023.pdf,ULTA-ULTA BEAUTY INC-2023,43,data/01_raw/sustainability/ULTA/ULTA-ULTA BEAUTY INC-2023.pdf,94da1624f46848e5840463658ae390fb9af4d24e97943b8b43311f56444921b5,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_006_ULTA_p43.png,c59dd7427833a81332be7b92e7b214aa3874b1b69a4838e4995032aa4ba16963,data/02_interim/esg_text/ULTA/ULTA-ULTA BEAUTY INC-2023.txt,data/02_interim/esg_text/ULTA/ULTA-ULTA BEAUTY INC-2023.pages.csv,e11c6c3bfa3ff381171b2fbfd37b4bea46f5730a0df1c26601167c4bfd9e9d7a,safe,,high,"The fact-sheet table is complete in current text. Its section labels, row labels, three year columns, and values remain linked correctly, including the Executive Team and Leadership subsections."
recovery_review_v2_007_WMT_p101,esg_recovery_terra_review_v2,layout_complex,WMT,WMT-WALMART INC-2023.pdf,WMT-WALMART INC-2023,101,data/01_raw/sustainability/WMT/WMT-WALMART INC-2023.pdf,fd927036ea0a4c4e5da7daceb73ac3d82c4c094a80d11439c56709e59e88d67b,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_007_WMT_p101.png,73575fb9cb733203371f9f7128d1b95a353b0c26ac7ad95dcf39868aacabebbe,data/02_interim/esg_text/WMT/WMT-WALMART INC-2023.txt,data/02_interim/esg_text/WMT/WMT-WALMART INC-2023.pages.csv,2d92c5914d90e5cd84b2e4c524c5b550b0adac7cc40f1d6341d9ae2928582b49,unsafe,missing_text;interleaved_regions;broken_table_links;navigation_noise;other_noise,high,The top multi-column table is badly interleaved in the current text: labels and bodies from separate columns are split and joined to unrelated lines. It also mixes navigation and a long footnote block into the page flow.
recovery_review_v2_008_WMK_p7,esg_recovery_terra_review_v2,layout_complex,WMK,WMK-WEIS MARKETS INC-2024-2025.pdf,WMK-WEIS MARKETS INC-2024-2025,7,data/01_raw/sustainability/WMK/WMK-WEIS MARKETS INC-2024-2025.pdf,43c13c70cc15d3c95e145dee56e1b3df756ca7c8835996d24a596e1ff851d9d2,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_008_WMK_p7.png,834c5bbf2b55db7549390c061e4d3eb04eccd4b81d75f63e2f74be0949526c46,data/02_interim/esg_text/WMK/WMK-WEIS MARKETS INC-2024-2025.txt,data/02_interim/esg_text/WMK/WMK-WEIS MARKETS INC-2024-2025.pages.csv,ed7b1a514b59639521ab7cff7d1d4373a16f8f1f6ff71f786ba8b5dbdc52f031,safe,,high,"The current text preserves the waste-chart title, category groups, each row's 2024 and 2025 tonnage values, and the diversion-rate statement."
recovery_review_v2_009_DXLG_p21,esg_recovery_terra_review_v2,random_control,DXLG,DXLG-DESTINATION XL GROUP INC-2024.pdf,DXLG-DESTINATION XL GROUP INC-2024,21,data/01_raw/sustainability/DXLG/DXLG-DESTINATION XL GROUP INC-2024.pdf,8bb25b46d75e95b4ee88aa5e89853b71a25df639cd144ed7fa5d66dc57b95d46,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_009_DXLG_p21.png,08c2ccc4bb4e75756d072d9018a7748b16d487da52ab98841449a6e50ef86aec,data/02_interim/esg_text/DXLG/DXLG-DESTINATION XL GROUP INC-2024.txt,data/02_interim/esg_text/DXLG/DXLG-DESTINATION XL GROUP INC-2024.pages.csv,4445fca3ac9f86a0f079e200d6f75eaaa45b67a57265035f47c8ef9a8822d733,safe,,high,"The current text follows the visible single-column order and keeps all headings, paragraphs, and stated amounts with their claims. The apostrophe encoding artifacts are minor and do not break meaning."
recovery_review_v2_010_LESL_p23,esg_recovery_terra_review_v2,random_control,LESL,LESL-LESLIE'S INC-2024.pdf,LESL-LESLIE'S INC-2024,23,data/01_raw/sustainability/LESL/LESL-LESLIE'S INC-2024.pdf,0a679616150650edb915bfdeca74dfa082fd14e4a7b49ec4d8e5a063feefc9dc,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_010_LESL_p23.png,55497648e36b7f5877b48e2565bb42081dcd24943140e713b2c434f2a41ee05a,data/02_interim/esg_text/LESL/LESL-LESLIE'S INC-2024.txt,data/02_interim/esg_text/LESL/LESL-LESLIE'S INC-2024.pages.csv,ea60a2c233b9a0f69207a911b584205bd882df58659dcfe6ebcf126161980352,safe,,high,"The visible Risk Management and Metrics and Targets panels are fully present. Paragraphs, headings, and the 2024 climate-scenario claim remain correctly attached."
recovery_review_v2_011_VFC_p46,esg_recovery_terra_review_v2,random_control,VFC,VFC-VF CORP-2023-2024.pdf,VFC-VF CORP-2023-2024,46,data/01_raw/sustainability/VFC/VFC-VF CORP-2023-2024.pdf,85decea25d3bd9a3219c2372aefc68c3b96cbc3fdf65bddce8b49f2fbe1185bb,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_011_VFC_p46.png,895aba466798357e918c79c33a86aac5d460bbf983546623d633df54a2d57b02,data/02_interim/esg_text/VFC/VFC-VF CORP-2023-2024.txt,data/02_interim/esg_text/VFC/VFC-VF CORP-2023-2024.pages.csv,77b43a3732e7c2f44b9a57309d577bb7cc5d82aef885a2fe31c6bcde24240651,safe,,high,"The product-safety heading, introductory paragraph, and Product Stewardship responsibility list are complete and in a usable reading order."
recovery_review_v2_012_CRMT_p26,esg_recovery_terra_review_v2,random_control,CRMT,CRMT-AMERICA'S CAR-MART INC-2023.pdf,CRMT-AMERICA'S CAR-MART INC-2023,26,data/01_raw/sustainability/CRMT/CRMT-AMERICA'S CAR-MART INC-2023.pdf,7a4f28dcf6c7175ec2c3d3a85f4f4500e6ba9d14913a5fe9394e72727b780ba8,reports/esg_recovery_candidate/terra_review_v2/images/recovery_review_v2_012_CRMT_p26.png,bbe541b437d8c997b01c2b091373cc2ca2470b6840c74c6491e9365011ee1dbc,data/02_interim/esg_text/CRMT/CRMT-AMERICA'S CAR-MART INC-2023.txt,data/02_interim/esg_text/CRMT/CRMT-AMERICA'S CAR-MART INC-2023.pages.csv,7e252c1246d31f1ece73167eeb92ffe90ca2ddd37d723245b2180f9d42e38813,safe,,high,"The Environmental Footprint text and the lower community panel are complete. The separate lower panels remain self-contained, and the 20% dealership claim stays with its paragraph."
recovery_review_v3_001_MELI_p2,esg_recovery_terra_review_v3,boundary_risk,MELI,MELI-MERCADOLIBRE-2023.pdf,MELI-MERCADOLIBRE-2023,2,data/01_raw/sustainability/MELI/MELI-MERCADOLIBRE-2023.pdf,8abfbf510b2fc8d7a8d3797eab1af7f2a41e50c086070db47b671e507695444e,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_001_MELI_p2.png,47cf5219539c7a68b0a68db1b66fe0ef6581e0ed6467ee972ba2755f50ec7af8,data/02_interim/esg_text/MELI/MELI-MERCADOLIBRE-2023.txt,data/02_interim/esg_text/MELI/MELI-MERCADOLIBRE-2023.pages.csv,ac7143bc1439ee038d69cbc3196130de7296be5c706c7679cecffcfd9f64b0d0,unsafe,navigation_noise,high,"The visible page is a contents/navigation spread. Current text contains section labels, GO TO controls, and page numbers rather than retrieval content."
recovery_review_v3_002_FIGS_p26,esg_recovery_terra_review_v3,boundary_risk,FIGS,FIGS-FIGS INC-2023.pdf,FIGS-FIGS INC-2023,26,data/01_raw/sustainability/FIGS/FIGS-FIGS INC-2023.pdf,c20f751641f56c4969ff01be367e8047e9d89f18f6b3b763ba5280457d9c3c95,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_002_FIGS_p26.png,edd57e077ae91fd9e8c7937337528435553f2b0fe0b517e8794b9c3bd41b9904,data/02_interim/esg_text/FIGS/FIGS-FIGS INC-2023.txt,data/02_interim/esg_text/FIGS/FIGS-FIGS INC-2023.pages.csv,a63bda8fecd54f610b2e37283e7d215bbf43473926d89e5e04d383162fccb7d6,safe,,high,"The FIGS Team title, tagline, and both visible paragraphs are complete and remain in their readable page order."
recovery_review_v3_003_BBY_p44,esg_recovery_terra_review_v3,boundary_risk,BBY,BBY-BEST BUY CO INC-2023.pdf,BBY-BEST BUY CO INC-2023,44,data/01_raw/sustainability/BBY/BBY-BEST BUY CO INC-2023.pdf,72f2178ce7e691bbb7f40ba8344c0647676420dcd3a0fc633ea66375f9d91a24,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_003_BBY_p44.png,80147e9c67004ec57bf49fa781ec8a549f80469fd61d5aaac38a6ed798d8904f,data/02_interim/esg_text/BBY/BBY-BEST BUY CO INC-2023.txt,data/02_interim/esg_text/BBY/BBY-BEST BUY CO INC-2023.pages.csv,dad5c0778f4536f6420f0d5929537b68249ac987e123bd84b2e1b10244ef906d,safe,,high,The Best Buy community initiatives heading and its complete visible paragraph are correctly linked. Running page furniture does not disrupt meaning.
recovery_review_v3_004_RL_p4,esg_recovery_terra_review_v3,boundary_risk,RL,RL-RALPH LAUREN CORP-2023.pdf,RL-RALPH LAUREN CORP-2023,4,data/01_raw/sustainability/RL/RL-RALPH LAUREN CORP-2023.pdf,286e7de82f5678eb90b2d9eb75deadbc72af8cb0e13e6865f450c276a60ed712,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_004_RL_p4.png,ceaa6ac8b9e42e5d4fdbaece1ab97b1ef0d1dbf57f0c72392c3f8f3bbf41e692,data/02_interim/esg_text/RL/RL-RALPH LAUREN CORP-2023.txt,data/02_interim/esg_text/RL/RL-RALPH LAUREN CORP-2023.pages.csv,e2cf566470e0593fa2cfb8172fc8b9340880edc4c49b524ef3ebcf3f03eb5bd1,unsafe,missing_text,high,"The heading and adjacent paragraphs are complete and ordered correctly, but the large visible Timeless by Design diagram is omitted. Its three pillar names and the labeled topic areas inside the wheel are meaningful page content."
recovery_review_v3_005_ETSY_p11,esg_recovery_terra_review_v3,layout_complex,ETSY,ETSY-ETSY INC-2023.pdf,ETSY-ETSY INC-2023,11,data/01_raw/sustainability/ETSY/ETSY-ETSY INC-2023.pdf,19c20af40fec2ee5a8ae23e6ca2d6e362ca662282c5690fb78a9a0547bb7ef43,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_005_ETSY_p11.png,4356c564b8f30a36fb764d53f77fa516b24f1fc2fc3cc9c5bf5ad259568c7ec0,data/02_interim/esg_text/ETSY/ETSY-ETSY INC-2023.txt,data/02_interim/esg_text/ETSY/ETSY-ETSY INC-2023.pages.csv,fb4dd8a5b2f8415683688219b5027dc97107fbf47c10d532985805a06731f297,unsafe,wrong_number_link;other_noise,high,"The prose matches the visible page, but the chart values are emitted as ungrouped number runs followed by years, symbols, and category labels. The text no longer preserves which colored percentage belongs to each year and workforce group; repeated garbled characters also add noise."
recovery_review_v3_006_PTRN_p128,esg_recovery_terra_review_v3,layout_complex,PTRN,PTRN-PATTERN GROUP INC-2023.pdf,PTRN-PATTERN GROUP INC-2023,128,data/01_raw/sustainability/PTRN/PTRN-PATTERN GROUP INC-2023.pdf,d04b6f1f1717085498143461feda4476ba056aa7b64030e25cb4c282731cc847,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_006_PTRN_p128.png,ccbacdf42f6c6d43a26fa3cf66ff03107e86496c5df975dba7d836905fa89fe6,data/02_interim/esg_text/PTRN/PTRN-PATTERN GROUP INC-2023.txt,data/02_interim/esg_text/PTRN/PTRN-PATTERN GROUP INC-2023.pages.csv,561402a1dc21d85710689e5550a75849c2ae8b9e5d990da369fab6e8ad3bffd8,unsafe,interleaved_regions;detached_heading;broken_table_links,high,"This is a two-column glossary table. Current text splits and reorders many definitions, such as NFS, Communication on Progress, Industrialization, Biobased, KPIs, and Disclosure, leaving fragments far from their glossary labels. The label-to-definition row links are not safe."
