ticker,pdf_filename,page,distinctive_words,overlap_pct,status
WMT,WMT-WALMART INC-2023.pdf,37,177,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,38,275,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,39,210,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,40,204,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,41,197,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,42,265,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,43,128,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,44,134,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,45,262,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,46,267,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,47,238,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,48,300,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,49,105,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,50,207,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,51,229,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,52,192,99.5,COVERED
WMT,WMT-WALMART INC-2023.pdf,53,301,99.7,COVERED
WMT,WMT-WALMART INC-2023.pdf,54,113,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,55,130,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,56,168,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,57,268,99.6,COVERED
WMT,WMT-WALMART INC-2023.pdf,58,224,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,59,225,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,60,295,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,61,281,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,62,124,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,63,205,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,64,227,99.6,COVERED
WMT,WMT-WALMART INC-2023.pdf,65,284,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,66,259,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,67,254,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,68,83,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,69,136,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,70,130,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,71,209,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,72,343,99.7,COVERED
WMT,WMT-WALMART INC-2023.pdf,73,233,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,74,256,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,75,304,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,76,358,99.7,COVERED
WMT,WMT-WALMART INC-2023.pdf,77,123,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,78,186,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,79,296,99.3,COVERED
WMT,WMT-WALMART INC-2023.pdf,80,143,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,81,263,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,82,165,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,83,205,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,84,279,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,85,313,99.7,COVERED
WMT,WMT-WALMART INC-2023.pdf,86,328,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,87,277,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,88,222,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,89,261,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,90,292,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,91,248,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,92,440,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,93,334,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,94,83,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,95,110,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,96,230,99.1,COVERED
WMT,WMT-WALMART INC-2023.pdf,97,179,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,98,134,99.3,COVERED
WMT,WMT-WALMART INC-2023.pdf,99,178,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,100,280,99.3,COVERED
WMT,WMT-WALMART INC-2023.pdf,101,352,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,102,269,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,103,179,99.4,COVERED
WMT,WMT-WALMART INC-2023.pdf,104,112,99.1,COVERED
WMT,WMT-WALMART INC-2023.pdf,105,163,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,106,226,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,107,347,99.7,COVERED
WMT,WMT-WALMART INC-2023.pdf,108,271,98.9,COVERED
WMT,WMT-WALMART INC-2023.pdf,109,297,99.3,COVERED
WMT,WMT-WALMART INC-2023.pdf,110,446,99.8,COVERED
WMT,WMT-WALMART INC-2023.pdf,111,362,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,112,103,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,113,178,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,114,284,99.6,COVERED
WMT,WMT-WALMART INC-2023.pdf,115,184,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,116,274,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,117,353,99.7,COVERED
WMT,WMT-WALMART INC-2023.pdf,118,298,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,119,321,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,120,136,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,121,28,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,122,170,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,123,103,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,124,120,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,125,206,96.6,COVERED
WMT,WMT-WALMART INC-2023.pdf,126,161,96.3,COVERED
WMT,WMT-WALMART INC-2023.pdf,127,136,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,128,110,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,129,69,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,130,62,98.4,COVERED
WMT,WMT-WALMART INC-2023.pdf,131,84,100.0,COVERED
WMT,WMT-WALMART INC-2023.pdf,132,36,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,1,2,,"THIN (likely no real text content, not a gap)"
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,2,75,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,3,109,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,4,212,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,5,212,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,6,197,99.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,7,84,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,8,19,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,9,157,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,10,39,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,11,24,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,12,118,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,13,119,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,14,148,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,15,106,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,16,219,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,17,92,97.8,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,18,110,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,19,143,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,20,99,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,21,25,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,22,103,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,23,78,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,24,176,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,25,141,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,26,148,99.3,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,27,194,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,28,138,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,29,142,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,30,140,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,31,185,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,32,117,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,33,105,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,34,204,99.5,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,35,137,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,36,184,99.5,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,37,23,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,38,142,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,39,107,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,40,130,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,41,156,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,42,206,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,43,135,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,44,137,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,45,139,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,46,180,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,47,117,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,48,47,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,49,121,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,50,153,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,51,170,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,52,177,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,53,174,99.4,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,54,146,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,55,178,99.4,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,56,185,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,57,193,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,58,226,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,59,114,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,60,23,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,61,152,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,62,120,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,63,102,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,64,262,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,65,177,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,66,141,99.3,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,67,224,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,68,206,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,69,10,,"THIN (likely no real text content, not a gap)"
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,70,153,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,71,198,99.5,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,72,147,98.6,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,73,90,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,74,82,98.8,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,75,135,99.3,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,76,118,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,77,126,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,78,150,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,79,204,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,80,128,100.0,COVERED
AEO,AEO-AMERICAN EAGLE OUTFITTERS INC-2022.pdf,81,6,,"THIN (likely no real text content, not a gap)"
AMZN,AMZN-Amazon-2021.pdf,1,8,,"THIN (likely no real text content, not a gap)"
AMZN,AMZN-Amazon-2021.pdf,2,244,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,3,376,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,4,180,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,5,155,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,6,182,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,7,385,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,8,67,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,9,87,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,10,289,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,11,268,99.6,COVERED
AMZN,AMZN-Amazon-2021.pdf,12,220,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,13,125,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,14,201,99.5,COVERED
AMZN,AMZN-Amazon-2021.pdf,15,152,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,16,229,99.6,COVERED
AMZN,AMZN-Amazon-2021.pdf,17,169,99.4,COVERED
AMZN,AMZN-Amazon-2021.pdf,18,282,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,19,122,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,20,162,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,21,199,99.5,COVERED
AMZN,AMZN-Amazon-2021.pdf,22,287,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,23,300,99.7,COVERED
AMZN,AMZN-Amazon-2021.pdf,24,203,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,25,317,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,26,213,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,27,315,99.7,COVERED
AMZN,AMZN-Amazon-2021.pdf,28,233,99.1,COVERED
AMZN,AMZN-Amazon-2021.pdf,29,206,99.5,COVERED
AMZN,AMZN-Amazon-2021.pdf,30,203,99.5,COVERED
AMZN,AMZN-Amazon-2021.pdf,31,143,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,32,260,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,33,226,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,34,336,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,35,268,99.3,COVERED
AMZN,AMZN-Amazon-2021.pdf,36,166,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,37,250,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,38,294,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,39,51,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,40,90,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,41,244,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,42,249,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,43,319,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,44,219,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,45,259,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,46,190,99.5,COVERED
AMZN,AMZN-Amazon-2021.pdf,47,125,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,48,259,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,49,193,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,50,68,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,51,238,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,52,263,99.6,COVERED
AMZN,AMZN-Amazon-2021.pdf,53,262,99.6,COVERED
AMZN,AMZN-Amazon-2021.pdf,54,249,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,55,201,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,56,51,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,57,284,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,58,170,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,59,266,99.6,COVERED
AMZN,AMZN-Amazon-2021.pdf,60,254,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,61,261,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,62,259,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,63,215,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,64,211,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,65,313,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,66,230,99.6,COVERED
AMZN,AMZN-Amazon-2021.pdf,67,348,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,68,258,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,69,241,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,70,288,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,71,225,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,72,240,99.6,COVERED
AMZN,AMZN-Amazon-2021.pdf,73,88,98.9,COVERED
AMZN,AMZN-Amazon-2021.pdf,74,42,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,75,190,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,76,169,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,77,264,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,78,236,99.6,COVERED
AMZN,AMZN-Amazon-2021.pdf,79,181,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,80,25,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,81,189,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,82,91,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,83,201,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,84,74,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,85,89,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,86,106,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,87,73,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,88,102,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,89,88,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,90,246,99.2,COVERED
AMZN,AMZN-Amazon-2021.pdf,91,122,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,92,152,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,93,254,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,94,259,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,95,177,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,96,54,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,97,91,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,98,61,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,99,32,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,100,164,100.0,COVERED
AMZN,AMZN-Amazon-2021.pdf,101,0,,"THIN (likely no real text content, not a gap)"
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,1,2,,"THIN (likely no real text content, not a gap)"
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,2,33,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,3,169,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,4,22,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,5,1,,"THIN (likely no real text content, not a gap)"
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,6,52,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,7,57,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,8,57,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,9,103,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,10,94,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,11,107,89.7,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,12,116,94.8,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,13,97,96.9,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,14,128,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,15,136,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,16,74,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,17,76,98.7,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,18,91,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,19,48,97.9,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,20,118,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,21,96,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,22,65,100.0,COVERED
