"chunk_id","chunk_text_sha256","review_status","issue_type","notes"
"ACI__ACI_ALBERTSONS_COS_INC_2023__supply_chain_ethics__0002__chunk_0000","00ecbbd479791f3504c0c023ea4685a7aabafb51ad4024dadc5ce9a51d466f89","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2023__waste__0002__chunk_0003","5ef1c9770b054f7afd7ba3ac8664e733e74250bd390c17993c2505a729db58c1","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__community__0003__chunk_0000","3c8bf9e846a33a3b28626e473f985f2b930a32e8ef7b2a2101f1657679d8bd7d","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__community__0003__chunk_0001","1a3c9a8204f3619cfabc574a2a774d4879ab18d229c77aa24c49bac2cfd7e7a8","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__diversity_equity_inclusion__0001__chunk_0000","b4566d1b0766b16139eb05718c7b81b4b9748523742e6c953665f15ac5ecc32b","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__energy__0001__chunk_0000","d033662f983f86e68edd1046bdd2da0002147de966de35e803e67172de9c663b","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__human_capital__0001__chunk_0000","adb5d603aa53df5910dd6e6430d31c1cd6e0a8df42c764e69995b9aa075a4f86","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__human_capital__0003__chunk_0000","30f37a7b3d395c2db3fb4cdd69f5907eee20c050495dcadd3f548f962dc666fe","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__human_capital__0004__chunk_0001","c9fa21dceeb25a4bc5cf10f904972c5d5cfb437c6aa293cf54e1e909c84a6271","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__supply_chain_ethics__0001__chunk_0000","1fd1e8ac460ca89c8192d85269073d1215b6fb8897073370b3ac669af3cd9c98","","",""
"ACI__ACI_ALBERTSONS_COS_INC_2024__waste__0001__chunk_0000","77d5236e799763db23ba3bc92d4e183b0ee36173593a511cf094121a4d7e10b3","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__climate__0012__chunk_0000","54bf03018c2a8552eea00aa744cfb003e088f0ada39a930e67b106344238f03f","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__diversity_equity_inclusion__0002__chunk_0000","a4cff156763743246c8a66ed3248dd553c0db6f12b1c60a1780fe6e880f79bbe","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__diversity_equity_inclusion__0009__chunk_0000","db7fbd62ed78f0f2e7b7ef8c66e79639963fc8fe1f7bd33af6e42a966919e825","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__diversity_equity_inclusion__0012__chunk_0000","29f9bf65044d5df05c952fc189ff23b24a68b0bd3494cf1152ff8d5c80ea9b2e","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__diversity_equity_inclusion__0014__chunk_0000","14debdac1cb832e5aea4c0f7962bb6c6b9fc8feffc7d7233ab44a1e664c8458b","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__emissions__0001__chunk_0000","696a00dbb32067dcf2a89240211371b29eae282b036f3ef034a15ceef6a2c6e2","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__emissions__0010__chunk_0002","262fb9b7ff32e47433b6ba133625e82d1bf498f2b1ba4acb861ff614da7cde0b","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__energy__0003__chunk_0001","1e4a75a42c5f378a6e1694992dfb0eca2e276dd13551de6ab2e3232e72dcba6d","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__energy__0012__chunk_0007","d4b609afe0b2d8f915b8fc6ef454880d8147f81efcdbd32af3f547c23052dbee","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__energy__0012__chunk_0009","a48573e848023321288971e038ae7d965fd7ba76971bcdc473bb0efbd4a29130","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__waste__0004__chunk_0000","d7b8f598942cd41d6a19a02c63620e255f5757ba874d1b23854de209907bcbf7","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__waste__0005__chunk_0007","0d7638d4255e9d1885dad83be12db4ba5eb03d29db5414c2ab6dfec7a231d01d","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__water__0004__chunk_0000","f228f7836ddce4558264667762deaea097d8b295ed3f4ddd41ccfa5f17e921b4","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__water__0005__chunk_0006","cf32dafe23fa73d3bd736724cee49fa636f1dc259f6604908d5f55471921d173","","",""
"AMZN__AMZN_AMAZON_COM_INC_2023__water__0005__chunk_0007","5c946dc0fb61a5feea07ed3eec2749f469ad0ceb04f429f9f067e760c6b541a7","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__about_this_report__0001__chunk_0001","885e7692b4723cdfcdae943f91e3bda88d87f32a1a23f464b08e5365ba4d518a","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__community__0004__chunk_0000","1aa7020c54eced660a3540e7d19a42ce9f4ade4d2191563fd7bed8bcc1449eb7","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__community__0006__chunk_0001","27b570f589f1a2cdb585cbb46ba89519297a9883f3c64e13eb14c255806095d2","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__community__0009__chunk_0000","26443af0cd68efe3745b8ef964d2cc087747f44dd281fcb9d649dcfdeab3c104","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__diversity_equity_inclusion__0009__chunk_0000","208710c8aa80e2fc0e2d67b8cf33ecfcaccdb86a151d6239f4dff54dceb1ba44","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__energy__0006__chunk_0001","d59b112ca911f32cc3d1a0cc0ca01a9f55eb8d463469521d3412355e7335c4a9","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__energy__0006__chunk_0002","f21afd7d9e68202b7876539fdfaac317b982c5ddfc0ad0fe8b07385cebd532b8","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__energy__0010__chunk_0001","0ddcb31eb6b6513488be01966f86e06615a57ddfb9823a84c34a8199b335f82c","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__environmental__0003__chunk_0000","48b39fbd35821f2df2b05d63c7a94b94893ac17dc14cf488f67a5c62c44027f9","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__supply_chain_ethics__0001__chunk_0000","636db1968879e08a39b0905f3339e7e403bc7d29b8eb68b4e8dd1d0737787f27","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__supply_chain_ethics__0003__chunk_0000","7f9c2bf7ff3ad9702898fd47345b86b13e5a572184f8cfe0794361ce4453efb0","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__supply_chain_ethics__0006__chunk_0004","26b2c2cd2a21c0fc87987927e105e18391a0ad8045ed29c11bd5bd89a1e79c56","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__supply_chain_ethics__0006__chunk_0005","04f9d1c5ad2307bbc62210693edcfd0a3416437efa4816dfc38b1a9fd0eb572e","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__supply_chain_ethics__0009__chunk_0000","d5fded2ea1d9cb9e1944fe8e782462b2628142ebcb9cb0d79c51263878e02a6b","","",""
"AMZN__AMZN_AMAZON_COM_INC_2024__supply_chain_ethics__0010__chunk_0000","7f0410f4e8e97cd2f68995296e992472c0ea0107dae17cb2a3a98e9198c69459","","",""
"AN__AN_AUTONATION_INC_2023__about_this_report__0001__chunk_0001","b64bb2acb7b5576ef01011a78621c5ad79c067637ab198f15a8654a9a88e1947","","",""
"AN__AN_AUTONATION_INC_2023__environmental__0002__chunk_0000","ce335b2bed510c503625679902ff983155d2d3054743fe213e2fa0806848d077","","",""
"AN__AN_AUTONATION_INC_2023__environmental__0002__chunk_0003","e7f845f246190515f8801298bbae4d7aa06541e0838d90f0adab2599a920c8e0","","",""
"AN__AN_AUTONATION_INC_2023__ethics_compliance__0001__chunk_0000","61987c752adc11144f0540707a03d93f0cd567767d35155301ca9042ce5ff23e","","",""
"AN__AN_AUTONATION_INC_2023__human_capital__0001__chunk_0000","1bac679b50681ca4c99d8680eaa3acce52d987e9b407ddbb16729bcb670251f3","","",""
"AN__AN_AUTONATION_INC_2023__human_capital__0001__chunk_0002","f18721facf93c76346670f67f5b024c0b1d0c2bdacfebbf4eeea1b94b8916b3d","","",""
"AN__AN_AUTONATION_INC_2023__human_capital__0001__chunk_0006","81a93bbcb039fd73b042d5990289a188743fc0357f248c44c1f2ea0295428c14","","",""
"AN__AN_AUTONATION_INC_2024__environmental__0002__chunk_0001","5886aa40dd138cdf87d0ca53d2bbd056554d302fb41df9147daa4e253bacedd2","","",""
"AN__AN_AUTONATION_INC_2024__ethics_compliance__0001__chunk_0001","b23a9591f7055e3b1bd2d988fee9b32f365ec9c9472bf8253afc5bbe2ee2e5e1","","",""
"AN__AN_AUTONATION_INC_2024__governance__0001__chunk_0000","8404e4b405119b3a20c222f387a232897cd1bf81f8e131e188e06c1e63964792","","",""
"AN__AN_AUTONATION_INC_2024__human_capital__0001__chunk_0000","69a4c4c8e49ebaf227309341b246f355b311baa2ec1ae74b40202cfb8db57341","","",""
"AN__AN_AUTONATION_INC_2024__human_capital__0002__chunk_0000","eebd2787fae4427f08d6da3ded830112a0a703a639bd59c357f82a706d05c16a","","",""
"AN__AN_AUTONATION_INC_2024__human_capital__0003__chunk_0001","a5b6b0878b886022a2bc996845396302ab5f00e12b343f5396b73bcb60970fe6","","",""
"AN__AN_AUTONATION_INC_2024__supply_chain_ethics__0001__chunk_0000","5a1c8ec9140137aa6176d2417b939982b068e9b23087dc0236e9a3f01c070682","","",""
"AN__AN_AUTONATION_INC_2024__waste__0001__chunk_0001","7937105d237dd9e2c2e89196b7f7ce207ee4240c8acee5890c6110eaa02f6615","","",""
"AZO__AZO_AUTOZONE_INC_2023__about_this_report__0003__chunk_0000","9bd612a15b913900d4030156ebfc724d5574c15a14d3259cad3d42ec6bacb8d3","","",""
"AZO__AZO_AUTOZONE_INC_2023__climate__0001__chunk_0000","c3d123a580241d04c67dd9f859eb5dd96bc2f510903304bdb5407f3670f82d4f","","",""
"AZO__AZO_AUTOZONE_INC_2023__community__0004__chunk_0002","f0be55cbc7e43d09d0927917b21bb4569c4fa9dd290d9ffddeb97bf2387a3d5b","","",""
"AZO__AZO_AUTOZONE_INC_2023__environmental__0003__chunk_0000","ed1c68f2b7e3ba58a8013dac42564e64aae930014150002fc87a6f865d119ccf","","",""
"AZO__AZO_AUTOZONE_INC_2023__environmental__0005__chunk_0001","5987f14b6e8c44d48cb79a182ef39b1e1fe2e0fcfc5850ce3d65bb51a66af321","","",""
"AZO__AZO_AUTOZONE_INC_2023__governance__0003__chunk_0000","af1a199b6fb3bc1f91d1fc8c7b1df7e1ecd1a98e99c6962cdc4a49e76a6015f3","","",""
"AZO__AZO_AUTOZONE_INC_2023__governance__0006__chunk_0000","4593cdd479912b1371b002c966c315d78ab823cede435ed6ea20c4c56fcd382d","","",""
"AZO__AZO_AUTOZONE_INC_2023__human_capital__0001__chunk_0000","616f0a110f1b7c1e732cb86093fa8b021fd54bde7c2300435fa8103d903f811b","","",""
"AZO__AZO_AUTOZONE_INC_2023__human_capital__0002__chunk_0000","9ce80df19c53ded9bb713c9ed992a2d591c13b5b58cf6b84ca79a651dc86f733","","",""
"AZO__AZO_AUTOZONE_INC_2023__human_capital__0006__chunk_0006","29508ec79c30e49fe6e0da6fd02d83132217338a753694905a0429f3dcc99c87","","",""
"AZO__AZO_AUTOZONE_INC_2023__supply_chain_ethics__0001__chunk_0001","407e799d58c5bdb03a0e227d3a94fa135e0e7b2a7854fc86c93f1e85b6bc3112","","",""
"AZO__AZO_AUTOZONE_INC_2023__supply_chain_ethics__0002__chunk_0000","1cdaba0bef0dd6a7de32e230d4a072607947e36d3a520ceb1c162428579ff75b","","",""
"AZO__AZO_AUTOZONE_INC_2024__human_capital__0002__chunk_0000","831c5f9dc6a678ed449dcd97694b2a89cfa471df94e5597f4d31cac58f4a374b","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__about_this_report__0001__chunk_0000","90ff48cd0c6e034f9e0af863efc7d1c44920ba7a52943443866f25d758c7d216","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__ceo_letter__0001__chunk_0000","063d8787a9cb0634ce528ccaf201b58d7308076519b8b4dbf8ebb0a05f73ab49","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__community__0004__chunk_0003","5e70e84502475db87947d5ba9e15586ade05466c1b610d7cbc583cd95d80283a","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__diversity_equity_inclusion__0008__chunk_0000","c6893cfa9ca037e3b363340d65bfde52e735f0c6a7cb98c310b57a4594c7bce4","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__diversity_equity_inclusion__0010__chunk_0000","c99fcd41eff20743bc420bae3ae8a0d21f9701f474ef119f3b346539fd84f3c1","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__diversity_equity_inclusion__0011__chunk_0000","1805bded5725fef85256eacbbd2ad8d60443008436b9d37e74a262060e9e504f","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__environmental__0003__chunk_0000","12d0c31399e8169fef130292f212c4cf99ffec55e7ef808108aed87c53beb147","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__governance__0004__chunk_0000","5ce46a57730b8edd94a0be0c19be840688afb46dad111c713bd9043de883f72d","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__human_capital__0009__chunk_0000","8db04d13724224f602d7fb50715e5d05ddd9ea1af357ca2c424660ebf2c8d72e","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__human_capital__0011__chunk_0000","ecd43b66f9d1eec4cec86fbbb75be4b7ea139edcd82b81477ed45cf12eeb7e78","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__supply_chain_ethics__0003__chunk_0000","f6eb3dbbfb880f596783cacd7040f9d030048f9d5b74bd67952cfee6ef766d56","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__supply_chain_ethics__0005__chunk_0000","c80d5bf8bf1fd18086f581ea42bc4c8d12335191b9bad7caea2074c789b89d30","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__supply_chain_ethics__0010__chunk_0000","e1e742f853d5cba8a1618541d6064c0e852325bcf7fe328340420159a9bf3a73","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__waste__0001__chunk_0002","0b4c0aa36344223443673e82039fb34e94a226b0de7f30d74bc73d694f6d44f9","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2023__waste__0006__chunk_0000","2bb6a223f11d98bc4ddf07f04d05ddf56c5bc9f3cf49620a8fab6641b8e2b290","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__appendix__0005__chunk_0000","41ddf42614aabe8ecaba50034f95c3c2673fdc5525f67ddd9054010d7ee0b4bd","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__ceo_letter__0002__chunk_0000","99f831d376b1ad0816933137f69cbc4abdb9a57fdcd650d7223c813580ef2367","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__ceo_letter__0002__chunk_0004","9305a70866a14e07f1b708f59e517f12db06a2e45df1e296e31042bc7878acf1","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__climate__0003__chunk_0000","a7a5e060525eb6a8e48acdbc221815d0b7a93ec6145e620892a5e79358c254a3","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__community__0002__chunk_0000","0a26949d98e7d40642dfe443ab12b3d1cafab38253b9a13704b1d6e94f70c1d6","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__community__0004__chunk_0001","211fc39295dd5af05e2d644fd9658c9bbecb30a9dd8e5bf5219b2eee8dca23d8","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__community__0005__chunk_0000","8d9c47f19b7af71b71002ecab202a96ab817ac63a392744a50c9246ec30efda2","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__diversity_equity_inclusion__0002__chunk_0000","202e5803254412147cb02a59e3b66011e244b7a556f9ed0d509ae7eee63d8948","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__emissions__0004__chunk_0000","4df666cc34b1ddb5398cc4276a8f7082d21fa60d0a36102e872a63c2cf37c140","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__emissions__0004__chunk_0004","a0a92b749452daaff91eb1d261aef824f84cf6f3d5f5d9db3edda919d997aed4","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__ethics_compliance__0002__chunk_0000","9fdd54945a77b171d2a7c682418235b4dc72a86746bbcc880fe11bbff8b89a68","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__waste__0001__chunk_0000","5f3e4f851410f73dba5605504542722c9bca718c1056a629152d289192446fee","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__waste__0002__chunk_0003","04fc851764f99af7a284e554ebe9fb4ee7744790f98a41013f0f71d0c1fb62ff","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__water__0001__chunk_0000","dc013238295bf3e9ee2f82856be143a306c62638870f28d1392e7e487a9b2948","","",""
"BBWI__BBWI_BATH_BODY_WORKS_INC_2024__water__0002__chunk_0000","e73399c996c0613cd4c98d0811052615044c49fbb85197cb5d96483b0e0a303d","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__ceo_letter__0001__chunk_0001","5b3fd0bfab31bebba4ed5c83e008b35181d323fced813ee58c005085c2431948","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__ethics_compliance__0001__chunk_0000","1d029a7faf25d603b316a66c0d37dd003b1c23efd828e46df32f64a540d18977","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__governance__0001__chunk_0000","052a0affd1afc5c02458795f2c1cb6e49b3185a6cce39ede7bc9f4a7c2750f29","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__governance__0003__chunk_0000","a6d3dfef6aec1bf4bb688b981d724c203159327e0c3851d9ee1053108bb77ac0","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__human_capital__0002__chunk_0002","a425d88a1186e49053b26c348259ab3c77f72b5b0130201070096ecd5c2ba304","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__human_capital__0003__chunk_0003","52ea5c5b08b60767c158a4dcb9289d60353ea0f5e4eb45397c77d56ce82bb874","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__human_capital__0003__chunk_0004","18c6e5d0234ff9c410fba65ba4769e3340d7098209f1e322c9160570917a9536","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__human_capital__0003__chunk_0006","4bec18ef0dcf013c7a4482fd667661f7bb4b0a49db15548e37a38185bd2663b5","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2023__waste__0002__chunk_0002","053af2a83d9febbdcc2f8f75906e5a7ea84a2d91b3ec94aa3248dee040e2f3fb","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2024__human_capital__0003__chunk_0000","c63a27c6c73b72d64644045f31c998908aa3e162ceb6c696e0a5f01507f0fde3","","",""
"BBW__BBW_BUILD_A_BEAR_WORKSHOP_INC_2024__supply_chain_ethics__0001__chunk_0000","25c9e34ff32c9f38625f30098b00a73c6626ca90332a8736411f6054bcd3a58f","","",""
